"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev"
116,2438,113,1,19.3999996185303,17.5,13,1,524,2018,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"2018524",-2.04283245476856,0.138919757401197,0.250163453166411
116,2453,116,0,22,18.2000007629395,12,1,533,417,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"417533",-1.06575767144874,0.138919757401197,0.250163453166411
116,2454,116,0,15.3999996185303,16,12,1,533,417,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"417533",-2.56513853483318,0.138919757401197,0.250163453166411
118,2461,118,0,28.8999996185303,20,12,1,832,1464,3,22.5,1.45,21.05,29.6093469600781,16,1.61,14.39,832,1464,"1464832",2005,72,2,5,TRUE,"1464832",1.66101101200582,0.0651845717513942,0.10274360728066
118,2462,118,0,27.2000007629395,19.6000003814697,12,1,832,1464,3,22.5,1.45,21.05,29.6093469600781,16,1.61,14.39,832,1464,"1464832",2005,72,2,5,TRUE,"1464832",0.888396317307875,0.0651845717513942,0.10274360728066
118,2464,118,0,26.5,20.2000007629395,12,1,832,1464,3,22.5,1.45,21.05,29.6093469600781,16,1.61,14.39,832,1464,"1464832",2005,72,2,5,TRUE,"1464832",-1.20268289802924,0.0651845717513942,0.10274360728066
120,2475,121,1,28.3999996185303,18.3999996185303,12,1,1940,1970,2,21,4.57,16.43,20.5680604424483,10.5,2.645,7.855,1514,1929,"19291514",2005,73,1,3,FALSE,"19701940",4.87055207769346,0.248817299513439,0.294511851505142
120,2482,122,1,26,18.8999996185303,12,1,1100,959,2,21,4.57,16.43,20.5680604424483,10.5,2.645,7.855,1514,1929,"19291514",2005,73,1,3,FALSE,"9591100",1.31132115251803,0.248817299513439,0.294511851505142
122,2488,124,1,30.2000007629395,19.7000007629395,12,1,442,457,3,23.5,1.22,22.28,23.5915241879728,13.5,1.04,12.46,1100,959,"9591100",2005,73,2,4,TRUE,"457442",3.65654917155539,0.0485541865156868,0.0720806872037523
122,2492,125,1,27.7000007629395,19,12,1,985,409,3,23.5,1.22,22.28,23.5915241879728,13.5,1.04,12.46,1100,959,"9591100",2005,73,2,4,TRUE,"409985",2.77947476970527,0.0485541865156868,0.0720806872037523
122,2493,125,1,26.7999992370605,18.3999996185303,12,1,985,409,3,23.5,1.22,22.28,23.5915241879728,13.5,1.04,12.46,1100,959,"9591100",2005,73,2,4,TRUE,"409985",3.27055169622366,0.0485541865156868,0.0720806872037523
125,2479,122,1,25.3999996185303,18.5,12,1,1100,959,3,12.5,2.46,10.04,29.629675640086,8.5,1.98,6.52,985,409,"409985",2005,73,6,3,FALSE,"9591100",1.63870493194119,0.11745734388221,0.275279750411706
125,2480,122,1,23.7999992370605,18.1000003814697,12,1,1100,959,3,12.5,2.46,10.04,29.629675640086,8.5,1.98,6.52,985,409,"409985",2005,73,6,3,FALSE,"9591100",0.966088711364251,0.11745734388221,0.275279750411706
125,2481,122,1,24,18.2999992370605,12,1,1100,959,3,12.5,2.46,10.04,29.629675640086,8.5,1.98,6.52,985,409,"409985",2005,73,6,3,FALSE,"9591100",0.702399604915647,0.11745734388221,0.275279750411706
128,2495,126,1,29.2000007629395,19.2000007629395,12,1,784,1095,2,20.5,1.58,18.92,20.3559549827428,10,0.77,9.23,512,765,"765512",2005,74,4,2,TRUE,"1095784",3.81578047820051,0.0740396758884747,0.0720938844858407
128,2497,126,1,27.5,18.7999992370605,12,1,784,1095,2,20.5,1.58,18.92,20.3559549827428,10,0.77,9.23,512,765,"765512",2005,74,4,2,TRUE,"1095784",3.04316829827052,0.0740396758884747,0.0720938844858407
129,2517,130,1,17.7999992370605,17.7999992370605,12,1,892,4435,3,20,-0.34,20.34,22.0514432416941,11.5,-0.835000000000001,12.335,2004,823,"8232004",2005,75,2,4,TRUE,"4435892",-4.33836985137873,0.026307015748414,-0.313688508770938
129,2515,130,1,24.5,19.1000003814697,12,1,892,4435,3,20,-0.34,20.34,22.0514432416941,11.5,-0.835000000000001,12.335,2004,823,"8232004",2005,75,2,4,TRUE,"4435892",-0.652373138986499,0.026307015748414,-0.313688508770938
129,2516,130,1,23.7999992370605,18.3999996185303,12,1,892,4435,3,20,-0.34,20.34,22.0514432416941,11.5,-0.835000000000001,12.335,2004,823,"8232004",2005,75,2,4,TRUE,"4435892",0.270551696223659,0.026307015748414,-0.313688508770938
130,2509,129,1,19,17.5,12,1,2004,823,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"8232004",-2.44283207329886,-0.0210575355898229,0.00977978415165137
130,2511,129,1,16.2999992370605,16.7999992370605,12,1,2004,823,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"8232004",-3.51990723808848,-0.0210575355898229,0.00977978415165137
130,2519,131,1,24.7000007629395,17.3999996185303,12,1,980,4421,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"4421980",3.48901583539291,-0.0210575355898229,0.00977978415165137
130,2523,132,1,21.2000007629395,18.1000003814697,12,1,1739,46,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"461739",-1.63390976275675,-0.0210575355898229,0.00977978415165137
130,2524,132,1,13.6000003814697,14.1999998092651,12,1,1739,46,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"461739",-0.191904625759597,-0.0210575355898229,0.00977978415165137
132,2513,130,1,26.2999992370605,19.5,12,1,892,4435,2,17,0.329999999999998,16.67,18.0814554172618,9.5,2.015,7.485,1739,46,"461739",2005,75,2,2,FALSE,"4435892",0.220241937181143,0.00971050733479165,0.201725568754554
132,2514,130,1,27.7000007629395,19.7000007629395,12,1,892,4435,2,17,0.329999999999998,16.67,18.0814554172618,9.5,2.015,7.485,1739,46,"461739",2005,75,2,2,FALSE,"4435892",1.15654917155539,0.00971050733479165,0.201725568754554
133,2527,133,0,23.5,18.5,12,1,1364,504,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"5041364",-0.261294686589108,0.0455719772982328,0.101474652333515
133,2528,133,0,24.2000007629395,19.1000003814697,12,1,1364,494,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"4941364",-0.952372376047,0.0455719772982328,0.101474652333515
133,2529,133,0,23,18.1000003814697,12,1,1364,504,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"5041364",0.166089474303751,0.0455719772982328,0.101474652333515
133,2530,133,0,22.7999992370605,19,12,1,1364,504,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"5041364",-2.12052675617373,0.0455719772982328,0.101474652333515
134,2541,136,1,24.2999992370605,18.7000007629395,12,1,929,500,3,31.5,2.64,28.86,31.9039321995529,19,0.0199999999999996,18.98,542,251,"251542",2005,77,2,4,TRUE,"500929",0.0750102589666376,0.0888187311729838,0.0139086116626849
134,2542,136,1,23.1000003814697,18,12,1,929,500,3,31.5,2.64,28.86,31.9039321995529,19,0.0199999999999996,18.98,542,251,"251542",2005,77,2,4,TRUE,"500929",0.497937001525719,0.0888187311729838,0.0139086116626849
134,2543,136,1,22.7999992370605,19,12,1,929,500,3,31.5,2.64,28.86,31.9039321995529,19,0.0199999999999996,18.98,542,251,"251542",2005,77,2,4,TRUE,"500929",-2.12052675617373,0.0888187311729838,0.0139086116626849
136,2532,134,1,26.2000007629395,19.2999992370605,12,1,542,251,4,25,2.12,22.88,21.1686886946164,12,1.6,10.4,929,500,"500929",2005,77,1,5,FALSE,"251542",0.583937754564897,0.0867974961204581,0.136965855073157
136,2533,134,1,26,19.2999992370605,12,1,542,251,4,25,2.12,22.88,21.1686886946164,12,1.6,10.4,929,500,"500929",2005,77,1,5,FALSE,"251542",0.383936991625398,0.0867974961204581,0.136965855073157
136,2534,134,1,22,18.1000003814697,12,1,542,251,4,25,2.12,22.88,21.1686886946164,12,1.6,10.4,929,500,"500929",2005,77,1,5,FALSE,"251542",-0.833910525696249,0.0867974961204581,0.136965855073157
136,2544,136,0,19.5,19.5,12,1,929,500,4,25,2.12,22.88,21.1686886946164,12,1.6,10.4,929,500,"500929",2005,77,1,5,FALSE,"500929",-6.57975729987936,0.0867974961204581,0.136965855073157
139,2554,139,0,24,18.7000007629395,12,1,342,421,2,12.5,0.25,12.25,14.601792498853,4.5,-0.19,4.69,342,421,"421342",2005,79,4,5,TRUE,"421342",-0.224988978093863,0.0291119538186313,0.0381273266620589
139,2555,139,0,21.5,18.2999992370605,12,1,342,421,2,12.5,0.25,12.25,14.601792498853,4.5,-0.19,4.69,342,421,"421342",2005,79,4,5,TRUE,"421342",-1.79760039508435,0.0291119538186313,0.0381273266620589
140,2574,143,1,29.7999992370605,18.7000007629395,12,1,427,22,2,16.5,1.78,14.72,17.1490646333066,7,0.295,6.705,309,993,"993309",2005,80,2,3,TRUE,"22427",5.57501025896664,0.1066950255712,0.0409830624412397
140,2575,143,1,27.3999996185303,19.3999996185303,12,1,427,22,2,16.5,1.78,14.72,17.1490646333066,7,0.295,6.705,309,993,"993309",2005,80,2,3,TRUE,"22427",1.55208946440321,0.1066950255712,0.0409830624412397
141,2559,140,1,24.7000007629395,18.2000007629395,12,1,309,251,3,17.5,1.82,15.68,24.0707641468452,12,1.73,10.27,2014,1906,"19062014",2005,80,1,5,FALSE,"251309",1.63424309149076,0.116800085368808,0.176055424768086
141,2560,140,1,17.3999996185303,15.6000003814697,12,1,309,993,3,17.5,1.82,15.68,24.0707641468452,12,1.73,10.27,2014,1906,"19062014",2005,80,1,5,FALSE,"993309",0.362245626059678,0.116800085368808,0.176055424768086
141,2576,143,1,24.8999996185303,18.3999996185303,12,1,427,22,3,17.5,1.82,15.68,24.0707641468452,12,1.73,10.27,2014,1906,"19062014",2005,80,1,5,FALSE,"22427",1.37055207769346,0.116800085368808,0.176055424768086
143,2564,141,1,24.2000007629395,18.7999992370605,12,1,2014,1906,3,17,0.120000000000001,16.88,21.1295488995684,9,-0.25,9.25,427,22,"22427",2005,80,9,4,FALSE,"19062014",-0.256830938789978,-0.0106435298816616,-0.100487390727362
143,2567,141,1,24.1000003814697,19,12,1,2014,1906,3,17,0.120000000000001,16.88,21.1295488995684,9,-0.25,9.25,427,22,"22427",2005,80,9,4,FALSE,"19062014",-0.820525611764531,-0.0106435298816616,-0.100487390727362
143,2565,141,1,23.7999992370605,18.8999996185303,12,1,2014,1906,3,17,0.120000000000001,16.88,21.1295488995684,9,-0.25,9.25,427,22,"22427",2005,80,9,4,FALSE,"19062014",-0.888679610421466,-0.0106435298816616,-0.100487390727362
145,2586,145,0,28.3999996185303,19.2000007629395,12,1,857,1569,2,15.5,0.780000000000001,14.72,15.1648349547757,7.5,0.914999999999999,6.585,857,1569,"1569857",2005,81,2,5,TRUE,"1569857",3.01577933379131,0.0530388092964116,0.106789523871908
145,2587,145,0,27,18.8999996185303,12,1,857,1569,2,15.5,0.780000000000001,14.72,15.1648349547757,7.5,0.914999999999999,6.585,857,1569,"1569857",2005,81,2,5,TRUE,"1569857",2.31132115251803,0.0530388092964116,0.106789523871908
146,2583,145,1,24,18.8999996185303,12,1,857,1569,3,30.5,2.82,27.68,29.4017180695117,20,2.07,17.93,4391,4265,"42654391",2005,81,2,5,TRUE,"1569857",-0.688678847481966,0.0967332813632138,0.109703748197637
146,2584,145,1,26,18.8999996185303,12,1,857,725,3,30.5,2.82,27.68,29.4017180695117,20,2.07,17.93,4391,4265,"42654391",2005,81,2,5,TRUE,"725857",1.31132115251803,0.0967332813632138,0.109703748197637
146,2585,145,1,25.6000003814697,18.8999996185303,12,1,857,725,3,30.5,2.82,27.68,29.4017180695117,20,2.07,17.93,4391,4265,"42654391",2005,81,2,5,TRUE,"725857",0.911321533987736,0.0967332813632138,0.109703748197637
147,2604,149,1,25.5,18.7999992370605,12,1,903,354,3,14.5,0.109999999999999,14.39,17.9892070294532,9.5,1.375,8.125,431,356,"356431",2005,82,6,5,TRUE,"354903",1.04316829827052,-0.0431179768385375,0.0805325983817322
147,2605,149,1,22.5,18.7999992370605,12,1,903,354,3,14.5,0.109999999999999,14.39,17.9892070294532,9.5,1.375,8.125,431,356,"356431",2005,82,6,5,TRUE,"354903",-1.95683170172948,-0.0431179768385375,0.0805325983817322
147,2606,149,1,23.5,18.5,12,1,903,354,3,14.5,0.109999999999999,14.39,17.9892070294532,9.5,1.375,8.125,431,356,"356431",2005,82,6,5,TRUE,"354903",-0.261294686589108,-0.0431179768385375,0.0805325983817322
148,2595,147,1,25.3999996185303,17.8999996185303,12,1,431,356,4,15.5,2,13.5,16.0577157001449,3.5,-0.98,4.48,4290,4275,"42754290",2005,82,11,4,TRUE,"356431",3.02978338433858,0.136901178429337,-0.367865042652905
148,2596,147,1,24.7999992370605,19.2000007629395,12,1,431,602,4,15.5,2,13.5,16.0577157001449,3.5,-0.98,4.48,4290,4275,"42754290",2005,82,11,4,TRUE,"602431",-0.584221047678487,0.136901178429337,-0.367865042652905
148,2597,147,1,26.2000007629395,19,12,1,431,356,4,15.5,2,13.5,16.0577157001449,3.5,-0.98,4.48,4290,4275,"42754290",2005,82,11,4,TRUE,"356431",1.27947476970527,0.136901178429337,-0.367865042652905
148,2607,149,1,11.1999998092651,15.6999998092651,12,1,903,354,4,15.5,2,13.5,16.0577157001449,3.5,-0.98,4.48,4290,4275,"42754290",2005,82,11,4,TRUE,"354903",-6.06959911789957,0.136901178429337,-0.367865042652905
152,2625,153,1,26.5,19.5,12,1,913,818,3,9,-0.120000000000001,9.12,26.0632397371375,5.5,-0.0449999999999999,5.545,4273,4153,"41534273",2005,83,8,4,TRUE,"818913",0.420242700120642,-0.00820811866733093,0.0282185527089882
152,2627,153,1,22.7000007629395,18.5,12,1,913,818,3,9,-0.120000000000001,9.12,26.0632397371375,5.5,-0.0449999999999999,5.545,4273,4153,"41534273",2005,83,8,4,TRUE,"818913",-1.06129392364961,-0.00820811866733093,0.0282185527089882
152,2628,153,1,21.7000007629395,17.3999996185303,12,1,913,818,3,9,-0.120000000000001,9.12,26.0632397371375,5.5,-0.0449999999999999,5.545,4273,4153,"41534273",2005,83,8,4,TRUE,"818913",0.489015835392908,-0.00820811866733093,0.0282185527089882
153,2619,152,1,23.7999992370605,18.8999996185303,13,1,4273,4153,3,25.5,0.699999999999999,24.8,30.2786043346494,16,0.6,15.4,913,818,"818913",2005,84,5,5,FALSE,"41534273",-0.888679610421466,0.0256451629659225,0.0108756711848017
153,2620,152,1,22.2000007629395,18.5,13,1,4273,4153,3,25.5,0.699999999999999,24.8,30.2786043346494,16,0.6,15.4,913,818,"818913",2005,84,5,5,FALSE,"41534273",-1.56129392364961,0.0256451629659225,0.0108756711848017
153,2621,152,1,24,19.2000007629395,13,1,4273,4153,3,25.5,0.699999999999999,24.8,30.2786043346494,16,0.6,15.4,913,818,"818913",2005,84,5,5,FALSE,"41534273",-1.38422028473899,0.0256451629659225,0.0108756711848017
457,1210,456,1,25.3999996185303,18.6000003814697,13,1,646,500,1,6,0.180000000000001,5.82,8.56520575141919,1,-0.635,1.635,419,4503,"4503419",2004,29,2,3,FALSE,"500646",1.40685778618892,-0.0783113619239601,-0.503832953482643
462,1212,461,1,17,14.5,12,1,556,23,2,16,0.380000000000001,15.62,16.2337667699299,5,-1.01,6.01,605,4423,"4423605",2004,30,1,5,FALSE,"23556",2.51255576657189,0.0232996438280529,-0.168591363982053
462,1214,461,1,18.6000003814697,15.5,12,1,556,23,2,16,0.380000000000001,15.62,16.2337667699299,5,-1.01,6.01,605,4423,"4423605",2004,30,1,5,FALSE,"23556",1.79409353475134,0.0232996438280529,-0.168591363982053
464,1226,464,0,25.2000007629395,19,12,1,32,4229,3,6,0.32,5.68,21.8302102163232,5,1.49,3.51,32,4229,"422932",2004,31,4,5,FALSE,"422932",0.279474769705267,0.0504839054319921,0.315956850919947
464,1227,464,0,23.7999992370605,17,12,1,32,4229,3,6,0.32,5.68,21.8302102163232,5,1.49,3.51,32,4229,"422932",2004,31,4,5,FALSE,"422932",3.51639847040677,0.0504839054319921,0.315956850919947
464,1228,464,0,25,19.3999996185303,12,1,32,4229,3,6,0.32,5.68,21.8302102163232,5,1.49,3.51,32,4229,"422932",2004,31,4,5,FALSE,"422932",-0.847910154127091,0.0504839054319921,0.315956850919947
472,1259,471,1,22.7000007629395,17.2999992370605,12,1,928,4229,2,21.5,5.23,16.27,17.6962222954277,8.5,1.24,7.26,1100,831,"8311100",2004,33,1,4,FALSE,"4229928",1.7208629811454,0.282750422351543,0.207212002448975
472,1261,471,1,19.5,17.5,12,1,928,513,2,21.5,5.23,16.27,17.6962222954277,8.5,1.24,7.26,1100,831,"8311100",2004,33,1,4,FALSE,"513928",-1.94283207329886,0.282750422351543,0.207212002448975
475,1282,477,1,18.1000003814697,15,12,1,988,145,2,6,-0.72,6.72,16.7597765363128,3,-0.17,3.17,571,4423,"4423571",2004,34,1,3,FALSE,"145988",2.45332484139647,-0.105052776003143,-0.0474286935711109
475,1283,477,1,15.6000003814697,14.8000001907349,12,1,988,285,2,6,-0.72,6.72,16.7597765363128,3,-0.17,3.17,571,4423,"4423571",2004,34,1,3,FALSE,"285988",0.417016921842781,-0.105052776003143,-0.0474286935711109
477,1280,476,1,16,16.1000003814697,13,1,431,356,1,6.5,0.0800000000000001,6.42,8.55893301133856,2.5,0.96,1.54,988,145,"145988",2004,34,1,3,FALSE,"356431",-2.19698529911575,0.0084927731828719,0.310334023736066
488,1338,489,1,23.2000007629395,18.7999992370605,12,1,416,4418,2,17.5,1.65,15.85,21.443033680709,8,-0.34,8.34,371,4230,"4230371",2004,38,4,3,FALSE,"4418416",-1.25683093878998,0.0950535619076534,-0.0653894450068603
488,1343,490,1,25.5,18.2000007629395,12,1,955,591,2,17.5,1.65,15.85,21.443033680709,8,-0.34,8.34,371,4230,"4230371",2004,38,4,3,FALSE,"591955",2.43424232855126,0.0950535619076534,-0.0653894450068603
489,1333,488,1,24.5,18.5,12,1,371,4230,1,9,0.92,8.08,10.8858061176184,3,0.47,2.53,416,4418,"4418416",2004,39,3,2,FALSE,"4230371",0.738705313410892,0.101857885106624,0.14420034897409
490,1346,491,1,23.6000003814697,17.7999992370605,12,1,1074,4422,3,20,1.48,18.52,25.6227033965507,14,2.245,11.755,955,591,"591955",2004,39,1,5,FALSE,"44221074",1.46163129303047,0.0863902396195499,0.185749365473747
490,1347,491,1,19.7000007629395,17.2999992370605,12,1,1074,448,3,20,1.48,18.52,25.6227033965507,14,2.245,11.755,955,591,"591955",2004,39,1,5,FALSE,"4481074",-1.2791370188546,0.0863902396195499,0.185749365473747
490,1348,491,1,16.6000003814697,16.6000003814697,12,1,1074,4422,3,20,1.48,18.52,25.6227033965507,14,2.245,11.755,955,591,"591955",2004,39,1,5,FALSE,"44221074",-2.75621622429117,0.0863902396195499,0.185749365473747
491,1341,490,1,21.5,17.5,12,1,955,356,2,18,3.2,14.8,21.7745132413764,10.5,3.695,6.805,1074,4422,"44221074",2004,39,1,4,FALSE,"356955",0.0571679267011419,0.18168505886972,0.382922191805325
491,1342,490,1,25,18.3999996185303,12,1,956,356,2,18,3.2,14.8,21.7745132413764,10.5,3.695,6.805,1074,4422,"44221074",2004,39,1,4,FALSE,"356956",1.47055245916316,0.18168505886972,0.382922191805325
493,1365,495,1,14.1000003814697,15,12,1,927,4247,3,26,5.2,20.8,31.6108785198049,20.5,5.925,14.575,256,132,"132256",2004,40,1,4,FALSE,"4247927",-1.54667515860353,0.220015654948745,0.324844492947429
493,1366,496,1,22.7999992370605,17.2000007629395,12,1,76,1080,3,26,5.2,20.8,31.6108785198049,20.5,5.925,14.575,256,132,"132256",2004,40,1,4,FALSE,"108076",2.05270417890201,0.220015654948745,0.324844492947429
493,1367,496,1,20.6000003814697,17.5,12,1,76,285,3,26,5.2,20.8,31.6108785198049,20.5,5.925,14.575,256,132,"132256",2004,40,1,4,FALSE,"28576",-0.842831691829156,0.220015654948745,0.324844492947429
494,1362,495,1,22.7999992370605,18.1000003814697,12,1,927,4503,3,21,2.2,18.8,22.9204052262192,13,2.085,10.915,346,4264,"4264346",2004,40,4,4,FALSE,"4503927",-0.0339112886357488,0.11389205618976,0.121845784563422
494,1363,495,1,25.3999996185303,18,12,1,927,466,3,21,2.2,18.8,22.9204052262192,13,2.085,10.915,346,4264,"4264346",2004,40,4,4,FALSE,"466927",2.79793623858632,0.11389205618976,0.121845784563422
494,1364,495,1,24.7999992370605,18,12,1,927,466,3,21,2.2,18.8,22.9204052262192,13,2.085,10.915,346,4264,"4264346",2004,40,4,4,FALSE,"466927",2.19793585711652,0.11389205618976,0.121845784563422
496,1353,493,1,25.2000007629395,18.1000003814697,12,1,256,23,3,29,2.43,26.57,31.7440927231836,23,2.455,20.545,76,287,"28776",2004,40,1,4,FALSE,"23256",2.36609023724325,0.0390600242272565,0.0921074670700449
496,1354,493,1,22.7999992370605,16.2999992370605,12,1,256,132,3,29,2.43,26.57,31.7440927231836,23,2.455,20.545,76,287,"28776",2004,40,1,4,FALSE,"132256",4.13932406855665,0.0390600242272565,0.0921074670700449
496,1355,493,1,22.8999996185303,16.5,12,1,256,132,3,29,2.43,26.57,31.7440927231836,23,2.455,20.545,76,287,"28776",2004,40,1,4,FALSE,"132256",3.77563015852169,0.0390600242272565,0.0921074670700449
497,1386,500,1,25.5,17.7000007629395,12,1,857,4247,2,2.5,0,2.5,9.43949223737963,1,0.0499999999999999,0.95,428,4421,"4421428",2004,41,1,5,FALSE,"4247857",3.59347363519639,0,0.0714478682357293
497,1387,500,1,27.7999992370605,18,12,1,857,725,2,2.5,0,2.5,9.43949223737963,1,0.0499999999999999,0.95,428,4421,"4421428",2004,41,1,5,FALSE,"725857",5.19793585711652,0,0.0714478682357293
510,1422,509,1,20.5,17.3999996185303,12,1,592,418,1,15.5,1.22,14.28,14.1134058825285,4,-0.745,4.745,1054,823,"8231054",2004,47,1,4,FALSE,"418592",-0.710984927546591,0.0767572801775384,-0.171597705476635
512,1437,513,1,25.5,18.7000007629395,12,1,4290,4304,3,18,-1.25,19.25,23.1630706567656,8,-2.58,10.58,438,11,"11438",2004,48,4,3,TRUE,"43044290",1.27501102190614,-0.0662700661287453,-0.287044853389274
512,1438,513,1,24.7000007629395,19,12,1,4290,4304,3,18,-1.25,19.25,23.1630706567656,8,-2.58,10.58,438,11,"11438",2004,48,4,3,TRUE,"43044290",-0.220525230294733,-0.0662700661287453,-0.287044853389274
512,1439,513,1,21.7999992370605,19.2000007629395,12,1,4290,4275,3,18,-1.25,19.25,23.1630706567656,8,-2.58,10.58,438,11,"11438",2004,48,4,3,TRUE,"42754290",-3.58422104767849,-0.0662700661287453,-0.287044853389274
513,1434,512,1,24,18.3999996185303,12,1,438,11,2,14.5,-1.61,16.11,17.383906987715,6.5,-0.00999999999999979,6.51,4290,4275,"42754290",2004,48,8,4,FALSE,"11438",0.470552459163159,-0.106939111975971,-0.0213760546297296
513,1436,512,1,20.6000003814697,16.5,12,1,438,11,2,14.5,-1.61,16.11,17.383906987715,6.5,-0.00999999999999979,6.51,4290,4275,"42754290",2004,48,8,4,FALSE,"11438",1.47563092146109,-0.106939111975971,-0.0213760546297296
514,1441,514,0,25.3999996185303,18.2999992370605,12,1,471,661,3,18,1.29,16.71,17.6568199118952,10.5,2.35,8.15,471,661,"661471",2004,50,3,4,TRUE,"661471",2.10239922344595,0.0141623947326094,0.0592274414584206
514,1442,514,0,17.2999992370605,16.5,12,1,471,409,3,18,1.29,16.71,17.6568199118952,10.5,2.35,8.15,471,661,"661471",2004,50,3,4,TRUE,"409471",-1.82437022294811,0.0141623947326094,0.0592274414584206
514,1443,514,0,24,18.2999992370605,12,1,471,661,3,18,1.29,16.71,17.6568199118952,10.5,2.35,8.15,471,661,"661471",2004,50,3,4,TRUE,"661471",0.702399604915647,0.0141623947326094,0.0592274414584206
515,1452,516,1,24.7999992370605,19.2999992370605,12,1,NA,NA,3,23.5,1.61,21.89,21.5200840651101,15,1.845,13.155,649,460,"460649",2004,53,2,4,FALSE,"NANA",-0.816063771314101,0.0627949821128962,-0.0758913828741369
515,1454,517,1,25.5,18.7999992370605,12,1,4376,383,3,23.5,1.61,21.89,21.5200840651101,15,1.845,13.155,649,460,"460649",2004,53,2,4,FALSE,"3834376",1.04316829827052,0.0627949821128962,-0.0758913828741369
515,1455,517,1,22.7999992370605,18.2000007629395,12,1,4376,383,3,23.5,1.61,21.89,21.5200840651101,15,1.845,13.155,649,460,"460649",2004,53,2,4,FALSE,"3834376",-0.265758434388238,0.0627949821128962,-0.0758913828741369
