sort	DVDRef	Filename	MVisit1	FVisit1	MVisit2	FVisit2	ShareTime1	MTime1	FTime1	MTime2	FTime2	Protocol	ShareTime12	NbAlternation	EffectiveTime	MFTime1	MFTime02	MFTime2	FVisit1RateH	MVisit1RateH	DiffVisit1Rate	FTime1RateH	MTime1RateH	DiffTime1Rate	AlternationValue
142	230	2004\40230.xlsx	6	6	2	0	0	1.3	1	1.1	0.8	Shinichi	0.6	9	84.00000305	2.3	81.7	1.3	4	4	0	0.71	0.93	0.22	81.8
143	231	2004\40231.xlsx	14	6	0	0	2.2	25.7	42	6.2	0.8	Shinichi	4.4	12	91.50000153	65.5	26	4.8	4	9	5	27.54	16.85	10.69	63.2
144	233	2004\40233.xlsx	13	12	0	0	0	20.1	35.5	1.6	2.9	Shinichi	0.1	19	91.39999695	55.6	35.8	4.4	8	9	1	23.3	13.19	10.11	79.2
145	235	2004\40235.xlsx	16	29	6	2	0.1	4.5	8.5	6.1	1.3	Shinichi	1.3	28	83.89999695	12.9	71	6.2	21	11	10	6.08	3.22	2.86	63.6
146	236	2004\40236.xlsx	16	18	3	0	0	23.5	27	5.8	0.9	Shinichi	0.7	25	91.40000305	50.5	40.9	6	12	11	1	17.72	15.43	2.29	75.8
147	237	2004\40237.xlsx	13	9	1	0	0.3	21.4	50.5	2.6	0	Shinichi	1.5	18	87.99999847	71.6	16.4	1.4	6	9	3	34.43	14.59	19.84	85.7
148	238	2004\40238.xlsx	14	8	1	0	0.1	6.1	8.4	0.3	0.2	Shinichi	0.1	12	76.30000305	14.4	61.9	0.5	6	11	5	6.61	4.8	1.81	57.1
149	239	2004\40239.xlsx	11	19	2	0	0.2	27.4	43.8	4.9	1	Shinichi	2.7	20	91.29999695	71	20.3	3.4	12	7	5	28.78	18.01	10.77	69
150	240	2004\40240.xlsx	19	20	0	0	0.6	15.8	29.3	1.2	0.1	Shinichi	1	30	82.30000305	44.5	37.8	0.9	15	14	1	21.36	11.52	9.84	78.9
151	245	2004\40245.xlsx	0	22	0	0	0	0	30.7	0	0.7	Shinichi	0	0	89.70000153	30.7	59	0.7	15	0	15	20.54	0	20.54	0
152	246	2004\40246.xlsx	9	10	0	0	0	20.4	41.7	0	0.4	Shinichi	0.1	12	92.19999695	62.1	30.1	0.3	7	6	1	27.14	13.28	13.86	66.7
153	247	2004\40247.xlsx	17	18	1	0	0.1	3.3	22.9	1.3	0.5	Shinichi	0.3	29	86.30000305	26.1	60.2	1.6	13	12	1	15.92	2.29	13.63	85.3
154	249	2004\40249.xlsx	8	6	3	1	0	35.9	45.1	10.4	1.8	Shinichi	5	10	92.30000305	81	11.3	7.2	4	5	1	29.32	23.34	5.98	76.9
155	250	2004\40250.xlsx	15	11	2	0	0.1	17.3	27.2	2	0.3	Shinichi	0.5	19	92.3	44.4	47.9	1.9	7	10	3	17.68	11.25	6.43	76
156	251	2004\40251.xlsx	20	6	2	0	3.4	38.4	42.9	3.1	0.5	Shinichi	5.4	12	93.69999695	77.9	15.8	1.6	4	13	9	27.47	24.59	2.88	48
157	252	2004\40252.xlsx	5	14	1	2	0.1	3.5	31.2	0.9	5.4	Shinichi	0.8	8	90.79999695	34.6	56.2	5.6	9	3	6	20.62	2.31	18.31	44.4
158	254	2004\40254.xlsx	0	14	2	1	0	0	16.2	0.6	4.9	Shinichi	0	0	87.69999847	16.2	71.5	5.5	10	0	10	11.08	0	11.08	0
159	256	2004\40256.xlsx	37	24	0	0	0.1	13.4	17.9	2.3	2.4	Shinichi	0.5	41	91.99999695	31.2	60.8	4.3	16	24	8	11.67	8.74	2.93	68.3
160	257	2004\40257.xlsx	29	24	1	0	0.4	6.9	26.3	1.8	1.8	Shinichi	1.7	37	89.69999695	32.8	56.9	2.3	16	19	3	17.59	4.62	12.97	71.2
161	258	2004\40258.xlsx	10	11	0	0	0	24.5	34.7	2.1	4.6	Shinichi	5.4	17	89.60000305	59.2	30.4	1.3	7	7	0	23.24	16.41	6.83	85
162	259	2004\40259.xlsx	10	19	0	2	0	4.5	13.4	0.7	3.2	Shinichi	0.1	15	90.09999847	17.9	72.2	3.8	13	7	6	8.92	3	5.92	53.6
163	260	2004\40260.xlsx	35	18	1	0	0.2	10.2	31.1	3.7	1.8	Shinichi	1.5	34	90.90000305	41.1	49.8	4.2	12	23	11	20.53	6.73	13.8	65.4
164	261	2004\40261.xlsx	0	23	1	0	0	0	37.2	0	0.6	Shinichi	0	0	91.49999695	37.2	54.3	0.6	15	0	15	24.39	0	24.39	0
165	262	2004\40262.xlsx	16	24	1	1	0	1.7	2.5	1.1	1.2	Shinichi	0	21	87.09999695	4.2	82.9	2.3	17	11	6	1.72	1.17	0.55	53.8
166	263	2004\40263.xlsx	11	23	0	0	0.4	1.6	15.4	0.8	1.7	Shinichi	0.6	22	85.39999847	16.6	68.8	2.3	16	8	8	10.82	1.12	9.7	66.7
167	264	2004\40264.xlsx	22	25	0	0	0	3.4	22.5	1	0.8	Shinichi	0.2	33	84.99999695	25.9	59.1	1.6	18	16	2	15.88	2.4	13.48	71.7
168	265	2004\40265.xlsx	22	12	1	0	0.3	4.5	35.2	0.3	1	Shinichi	0.3	16	84.89999695	39.4	45.5	1.3	8	16	8	24.88	3.18	21.7	48.5
169	267	2004\40267.xlsx	6	3	3	2	0	7.1	42.6	2.4	2	Shinichi	0	5	91.19999695	49.7	41.5	4.4	2	4	2	28.03	4.67	23.36	62.5
170	268	2004\40268.xlsx	16	19	0	0	0.2	1.7	31.9	1.6	0.3	Shinichi	0.9	24	90.19999695	33.4	56.8	1.2	13	11	2	21.22	1.13	20.09	70.6
171	269	2004\40269.xlsx	20	38	11	0	0.5	9.5	4.6	30.7	2.2	Shinichi	1.65	35	92.39999695	13.6	78.8	31.75	25	13	12	2.99	6.17	3.18	61.4
172	270	2004\40270.xlsx	6	17	2	0	0.2	1.3	39.2	0.8	4	Shinichi	0.2	10	90.80000305	40.3	50.5	4.8	11	4	7	25.9	0.86	25.04	45.5
173	272	2004\40272.xlsx	11	12	1	0	0.1	40.7	24.4	3.8	1.8	Shinichi	2.4	16	90.79999695	65	25.8	3.3	8	7	1	16.12	26.89	10.77	72.7
174	274	2004\40274.xlsx	22	35	4	0	0.2	8.2	7.5	3.8	2.5	Shinichi	0.4	30	89.3	15.5	73.8	6.1	24	15	9	5.04	5.51	0.47	53.6
175	275	2004\40275.xlsx	11	9	0	0	1.9	23.6	58.4	2.8	0.3	Shinichi	4.5	16	91.99999847	80.1	11.9	0.5	6	7	1	38.09	15.39	22.7	84.2
176	276	2004\40276.xlsx	3	30	1	0	0	0.4	5.4	0.2	3.6	Shinichi	0	6	87.79999695	5.8	82	3.8	21	2	19	3.69	0.27	3.42	18.8
177	277	2004\40277.xlsx	18	11	0	0	0.2	43.9	21	2	0.7	Shinichi	0.5	18	92.69999847	64.7	28	2.4	7	12	5	13.59	28.41	14.82	64.3
178	278	2004\40278.xlsx	24	8	2	0	2.5	25.2	38.3	1.3	0.9	Shinichi	3.7	16	92.40000305	61	31.4	1	5	16	11	24.87	16.36	8.51	51.6
179	279	2004\40279.xlsx	18	28	1	0	0.3	9.2	26.8	0.7	0.4	Shinichi	1	28	91.39999695	35.7	55.7	0.4	18	12	6	17.59	6.04	11.55	62.2
180	281	2004\40281.xlsx	9	12	4	0	0.1	19	30.6	3.9	1	Shinichi	1.7	18	92.09999847	49.5	42.6	3.3	8	6	2	19.93	12.38	7.55	90
181	283	2004\40283.xlsx	10	11	1	1	0.2	33.5	46.9	7.8	0.8	Shinichi	3.2	18	89.99999695	80.2	9.8	5.6	7	7	0	31.27	22.33	8.94	90
182	285	2004\40285.xlsx	20	10	1	0	1.3	47.4	26.3	0.7	1.2	Shinichi	1.9	18	91.59999847	72.4	19.2	1.3	7	13	6	17.23	31.05	13.82	62.1
183	286	2004\40286.xlsx	13	11	1	0	0	36.8	45.9	5	1.1	Shinichi	4.1	14	90.60000305	82.7	7.9	2	7	9	2	30.4	24.37	6.03	60.9
184	288	2004\40288.xlsx	0	9	1	0	0	0	65.7	0.3	2	Shinichi	0.3	0	87.79999695	65.7	22.1	2	6	0	6	44.9	0	44.9	0
185	289	2004\40289.xlsx	10	14	2	0	1.1	34.7	48.2	6.3	1	Shinichi	4.4	14	92.79999695	81.8	11	4	9	6	3	31.16	22.44	8.72	60.9
186	290	2004\40290.xlsx	6	7	7	0	0	7.2	47.8	7.5	0.4	Shinichi	3.7	9	91.50000305	55	36.5	4.2	5	4	1	31.34	4.72	26.62	75
187	291	2004\40291.xlsx	4	8	6	0	0.6	9.7	73.9	5.3	3.9	Shinichi	3.2	6	92.00000305	83	9	6.6	5	3	2	48.2	6.33	41.87	54.5
188	292	2004\40292.xlsx	6	7	2	0	0.3	52.4	38.9	1.6	0.8	Shinichi	1.9	12	93.40000153	91	2.4	0.8	4	4	0	24.99	33.66	8.67	100
189	293	2004\40293.xlsx	16	12	1	0	0.3	2.1	12.7	2	0	Shinichi	1.3	18	90.09999695	14.5	75.6	1	8	11	3	8.46	1.4	7.06	66.7
190	295	2004\40295.xlsx	9	6	0	0	0.2	42	20.2	1.5	0.8	Shinichi	1.2	10	90.59999695	62	28.6	1.3	4	6	2	13.38	27.81	14.43	71.4
191	296	2004\40296.xlsx	15	6	2	1	1	17.4	32	4.4	1.2	Shinichi	3.1	9	86.19999695	48.4	37.8	3.5	4	10	6	22.27	12.11	10.16	45
192	297	2004\40297.xlsx	13	12	0	0	1.6	11.2	44.4	0.9	0	Shinichi	2	14	92.29999695	54	38.3	0.5	8	8	0	28.86	7.28	21.58	58.3
193	298	2004\40298.xlsx	7	4	0	0	0.2	24.9	38.8	2.8	0.2	Shinichi	1.8	7	85.60000305	63.5	22.1	1.4	3	5	2	27.2	17.45	9.75	70
194	300	2004\40300.xlsx	5	5	2	1	0	34.1	52.6	1.4	1.6	Shinichi	1.7	8	91.89999695	86.7	5.2	1.3	3	3	0	34.34	22.26	12.08	88.9
195	302	2004\40302.xlsx	7	5	0	0	1.2	31.3	53	1.8	1.3	Shinichi	3.3	10	91.80000305	83.1	8.7	1	3	5	2	34.64	20.46	14.18	90.9
196	303	2004\40303.xlsx	13	11	0	0	1.8	16.5	51.6	0.8	0	Shinichi	2.2	18	92.49999695	66.3	26.2	0.4	7	8	1	33.47	10.7	22.77	78.3
197	304	2004\40304.xlsx	2	10	0	2	0	0.5	1.5	0.2	2.7	Shinichi	0	3	81.20000305	2	79.2	2.9	7	1	6	1.11	0.37	0.74	27.3
198	306	2004\40306.xlsx	3	6	2	0	0	0.1	16.3	0.5	13.4	Shinichi	0	3	82.29999695	16.4	65.9	13.9	4	2	2	11.88	0.07	11.81	37.5
199	307	2004\40307.xlsx	24	25	9	1	0.2	11.3	6.3	6.6	1.8	Shinichi	1.2	29	92.49999695	17.4	75.1	7.4	16	16	0	4.09	7.33	3.24	60.4
200	308	2004\40308.xlsx	7	9	4	0	0	10	71	13.3	0.9	Shinichi	9.6	6	89.10000305	81	8.1	4.6	6	5	1	47.81	6.73	41.08	40
201	310	2004\40310.xlsx	0	14	0	0	0	0	47.5	0	0.5	Shinichi	0	0	88.7	47.5	41.2	0.5	9	0	9	32.13	0	32.13	0
202	311	2004\40311.xlsx	30	13	0	0	0.3	13.5	4.9	0.5	3.5	Shinichi	0.4	19	88.29999847	18.1	70.2	3.9	9	20	11	3.33	9.17	5.84	45.2
203	313	2004\40313.xlsx	5	12	1	1	0	1	47.2	1.3	3	Shinichi	0.3	8	92.20000305	48.2	44	4	8	3	5	30.72	0.65	30.07	50
204	315	2004\40315.xlsx	5	0	14	4	0	2.5	0	23.8	2.6	Shinichi	1.6	0	85.70000305	2.5	83.2	24.8	0	4	4	0	1.75	1.75	0
205	319	2004\40319.xlsx	15	5	0	0	4.1	26.2	71.3	14.2	0.6	Shinichi	18.5	9	93.80000305	93.4	0.4	0.4	3	10	7	45.61	16.76	28.85	47.4
206	320	2004\40320.xlsx	13	17	0	0	0.5	1.6	8.5	0.2	1.6	Shinichi	0.5	21	91.6	9.6	82	1.8	11	9	2	5.57	1.05	4.52	72.4
207	321	2004\40321.xlsx	16	8	0	0	1.5	25.5	44.4	2.9	0	Shinichi	2.8	11	84.90000305	68.4	16.5	1.6	6	11	5	31.38	18.02	13.36	47.8
208	323	2004\40323.xlsx	1	30	6	1	0.2	0.2	23.1	9.1	1.8	Shinichi	1	2	91.40000153	23.1	68.3	10.1	20	1	19	15.16	0.13	15.03	6.7
209	324	2004\40324.xlsx	7	10	0	1	0	19.4	49.7	3.3	2.5	Shinichi	1.8	10	86.99999847	69.1	17.9	4	7	5	2	34.28	13.38	20.9	62.5
210	325	2004\40325.xlsx	6	13	0	0	0.4	10.6	33	3	0.2	Shinichi	1.5	12	91.09999847	43.2	47.9	2.1	9	4	5	21.73	6.98	14.75	66.7
211	329	2004\40329.xlsx	30	6	1	1	0.8	14.7	14	2.4	2.4	Shinichi	1	8	88.59999847	27.9	60.7	4.6	4	20	16	9.48	9.95	0.47	22.9
212	330	2004\40330.xlsx	9	4	2	0	0.2	28.2	41.9	3.1	1.1	Shinichi	3.3	7	89.79999847	69.9	19.9	1.1	3	6	3	28	18.84	9.16	58.3
213	331	2004\40331.xlsx	11	7	0	0	4	31.8	58.7	2.6	0.2	Shinichi	4.9	11	91.60000305	86.5	5.1	1.9	5	7	2	38.45	20.83	17.62	64.7
214	333	2004\40333.xlsx	25	24	1	0	1.5	12.2	20.7	1.8	0	Shinichi	1.8	39	89.19999695	31.4	57.8	1.5	16	17	1	13.92	8.21	5.71	81.2
215	334	2004\40334.xlsx	8	5	1	11	0	1.7	1.2	0.8	12.7	Shinichi	0	7	87.8	2.9	84.9	13.5	3	5	2	0.82	1.16	0.34	58.3
216	335	2004\40335.xlsx	0	21	0	0	0	0	3.9	0	1.9	Shinichi	0	0	86.49999695	3.9	82.6	1.9	15	0	15	2.71	0	2.71	0
217	336	2004\40336.xlsx	10	5	11	1	0.2	27.3	38.3	15.7	4.8	Shinichi	10.7	10	83.50000305	65.4	18.1	10	4	7	3	27.52	19.62	7.9	71.4
218	338	2004\40338.xlsx	4	24	1	14	0	0.9	44.1	0.2	5.4	Shinichi	0.1	8	91.90000305	45	46.9	5.5	16	3	13	28.79	0.59	28.2	29.6
219	341	2004\40341.xlsx	8	10	2	0	0.2	27.4	47.7	1	1.1	Shinichi	1	13	89.19999695	74.9	14.3	1.3	7	5	2	32.09	18.43	13.66	76.5
220	342	2004\40342.xlsx	13	11	1	0	0.1	19	43.1	1	0.1	Shinichi	0.2	17	89.39999695	62	27.4	1	7	9	2	28.93	12.75	16.18	73.9
221	343	2004\40343.xlsx	2	12	7	1	0	13.8	69.1	3.6	3.2	Shinichi	2.1	2	92.30000305	82.9	9.4	4.7	8	1	7	44.92	8.97	35.95	15.4
222	344	2004\40344.xlsx	13	9	1	0	1	2.5	26.8	0.4	0.2	Shinichi	1	15	85.20000305	28.3	56.9	0.6	6	9	3	18.87	1.76	17.11	71.4
223	345	2004\40345.xlsx	12	13	1	1	0.8	36.7	30	3.8	1	Shinichi	2.3	10	86.80000305	65.9	20.9	3.3	9	8	1	20.74	25.37	4.63	41.7
224	346	2004\40346.xlsx	13	11	0	0	0	34.7	20	8.6	0.7	Shinichi	0.4	10	89.89999695	54.7	35.2	8.9	7	9	2	13.35	23.16	9.81	43.5
225	347	2004\40347.xlsx	12	6	0	0	3	31.7	61	1.5	0.7	Shinichi	5	12	91.89999695	89.7	2.2	0.2	4	8	4	39.83	20.7	19.13	70.6
226	348	2004\40348.xlsx	14	15	4	0	0.2	19.4	25.1	10.8	2.7	Shinichi	2.8	21	92.3	44.3	48	10.9	10	9	1	16.32	12.61	3.71	75
227	350	2004\40350.xlsx	8	10	0	0	0.5	36.2	45.8	4.4	1.2	Shinichi	5.2	16	93.80000305	81.5	12.3	0.9	6	5	1	29.3	23.16	6.14	94.1
228	351	2004\40351.xlsx	11	11	1	0	0	41.9	33.2	0.4	1.9	Shinichi	1.1	18	93.80000305	75.1	18.7	1.2	7	7	0	21.24	26.8	5.56	85.7
229	352	2004\40352.xlsx	9	11	1	1	0	13.4	36.2	2.2	1.8	Shinichi	1.3	13	82.00000305	49.6	32.4	2.7	8	7	1	26.49	9.8	16.69	68.4
230	353	2004\40353.xlsx	9	11	1	0	0	46.6	24.8	0.4	0.2	Shinichi	0.1	16	90.80000305	71.4	19.4	0.5	7	6	1	16.39	30.79	14.4	84.2
231	354	2004\40354.xlsx	7	10	0	0	0.2	36.4	43.8	1	1.1	Shinichi	1.2	10	92.89999847	80	12.9	1.1	6	5	1	28.29	23.51	4.78	62.5
232	355	2004\40355.xlsx	12	28	1	0	0	6.6	27.6	1.3	0.5	Shinichi	0.1	20	91.2	34.2	57	1.7	18	8	10	18.16	4.34	13.82	51.3
233	356	2004\40356.xlsx	10	8	0	0	0.3	28.8	32.6	2.2	0.3	Shinichi	2.4	15	89.5	61.1	28.4	0.4	5	7	2	21.85	19.31	2.54	88.2
234	358	2004\40358.xlsx	10	8	7	0	2.2	13.1	58.8	6.9	0.3	Shinichi	3.5	12	92.2	69.7	22.5	5.9	5	7	2	38.26	8.52	29.74	70.6
235	359	2004\40359.xlsx	12	10	5	0	0	12.8	19.2	4	4.8	Shinichi	0.6	14	88.10000305	32	56.1	8.2	7	8	1	13.08	8.72	4.36	66.7
236	360	2004\40360.xlsx	2	6	3	2	0	17.9	21.6	3.9	1.9	Shinichi	0.2	2	91.49999695	39.5	52	5.6	4	1	3	14.16	11.74	2.42	28.6
237	361	2004\40361.xlsx	10	12	1	0	0.8	28.7	43.4	2	0.9	Shinichi	2.4	14	92.19999695	71.3	20.9	1.3	8	7	1	28.24	18.68	9.56	66.7
238	362	2004\40362.xlsx	3	2	0	0	0	5.7	47.1	0.7	0.2	Shinichi	0	3	87.49999847	52.8	34.7	0.9	1	2	1	32.3	3.91	28.39	75
239	363	2004\40363.xlsx	1	6	1	0	0	2.4	40.8	0.3	0.2	Shinichi	0.1	2	92.19999695	43.2	49	0.4	4	1	3	26.55	1.56	24.99	33.3
240	365	2004\40365.xlsx	5	6	1	0	0.4	39.3	43.8	1.4	0	Shinichi	1.6	10	92.39999695	82.7	9.7	0.2	4	3	1	28.44	25.52	2.92	100
241	367	2004\40367.xlsx	9	14	3	0	1	21	54.2	1.7	1.2	Shinichi	3.1	14	91.89999695	74.2	17.7	0.8	9	6	3	35.39	13.71	21.68	63.6
242	368	2004\40368.xlsx	24	23	0	0	0	4.7	13	1.1	0.4	Shinichi	0	29	86.09999695	17.7	68.4	1.5	16	17	1	9.06	3.28	5.78	63
243	369	2004\40369.xlsx	12	14	2	0	10.6	28.7	33.9	4.5	1	Shinichi	12.1	17	78.7	52	26.7	4	11	9	2	25.84	21.88	3.96	68
244	370	2004\40370.xlsx	8	6	0	1	0.1	29.1	46.5	0.6	0.7	Shinichi	0.6	11	86.49999695	75.5	11	0.8	4	6	2	32.25	20.18	12.07	84.6
245	371	2004\40371.xlsx	5	4	1	0	0.3	33.9	57.5	2.1	2.2	Shinichi	3.9	7	92.39999847	91.1	1.3	0.7	3	3	0	37.34	22.01	15.33	87.5
246	372	2004\40372.xlsx	4	16	1	0	0	2.1	11.1	0.8	0.6	Shinichi	0	8	89.99999695	13.2	76.8	1.4	11	3	8	7.4	1.4	6	42.1
247	375	2004\40375.xlsx	14	16	1	0	0.5	8.4	35.4	1.1	0.5	Shinichi	0.8	20	88.49999695	43.3	45.2	1.3	11	9	2	24	5.69	18.31	69
248	379	2004\40379.xlsx	21	14	0	0	1.6	4.5	53.3	1	0.4	Shinichi	1.6	11	92.59999847	56.2	36.4	1.4	9	14	5	34.54	2.92	31.62	32.4
249	381	2004\40381.xlsx	1	12	9	3	0	0.9	58.6	15.9	11.2	Shinichi	8.6	2	85.09999847	59.5	25.6	18.5	8	1	7	41.32	0.63	40.69	16.7
250	382	2004\40382.xlsx	14	9	1	0	0.8	20.9	28.3	1.1	1	Shinichi	1.5	15	85.09999847	48.4	36.7	1.4	6	10	4	19.95	14.74	5.21	68.2
251	383	2004\40383.xlsx	16	10	1	0	0.4	23.6	31.1	2	0.1	Shinichi	0.7	17	93.59999847	54.3	39.3	1.8	6	10	4	19.94	15.13	4.81	68
252	384	2004\40384.xlsx	4	7	4	2	0	10.1	61.7	1.7	1.9	Shinichi	0.9	4	92.10000305	71.8	20.3	2.7	5	3	2	40.2	6.58	33.62	40
253	388	2004\40388.xlsx	29	17	1	0	0	4.6	3	1	0.5	Shinichi	0.3	29	77.99999695	7.6	70.4	1.2	13	22	9	2.31	3.54	1.23	64.4
254	390	2004\40390.xlsx	23	16	2	0	1.1	6	25.8	1	0.8	Shinichi	1.6	24	92.99999695	30.7	62.3	1.3	10	15	5	16.65	3.87	12.78	63.2
255	391	2004\40391.xlsx	12	20	1	2	0.9	50.3	13	5.6	6.8	Shinichi	6	16	91.19999695	62.4	28.8	7.3	13	8	5	8.55	33.09	24.54	51.6
256	394	2004\40394.xlsx	20	7	0	0	4.1	18.8	59.6	2.8	0	Shinichi	5.4	11	90.99999847	74.3	16.7	1.5	5	13	8	39.3	12.4	26.9	42.3
257	396	2004\40396.xlsx	16	29	0	0	0	13.4	26.8	0.9	0.7	Shinichi	1	28	92.09999695	40.2	51.9	0.6	19	10	9	17.46	8.73	8.73	63.6
258	402	2004\40402.xlsx	8	3	0	0	0.8	33.3	14.4	0.4	0	Shinichi	0.8	6	55.5	46.9	8.6	0.4	3	9	6	15.57	36	20.43	60
259	403	2004\40403.xlsx	14	16	0	0	0	8.2	13.6	1.3	0.2	Shinichi	0	21	91.30000305	21.8	69.5	1.5	11	9	2	8.94	5.39	3.55	72.4
260	405	2004\40405.xlsx	10	4	2	2	0	49.3	20.7	3.4	0.8	Shinichi	1	6	91.79999847	70	21.8	3.2	3	7	4	13.53	32.22	18.69	46.2
261	406	2004\40406.xlsx	9	4	0	0	0.6	52.2	17.2	1.9	1.8	Shinichi	2.2	8	91.10000305	68.8	22.3	2.1	3	6	3	11.33	34.38	23.05	66.7
262	407	2004\40407.xlsx	7	11	0	0	0.4	32	9.8	0.5	1	Shinichi	0.8	8	81.20000305	41.4	39.8	1.1	8	5	3	7.24	23.65	16.41	47.1
263	411	2004\40411.xlsx	13	11	1	1	0.2	41.7	22.1	2.1	1.6	Shinichi	1	12	92.69999695	63.6	29.1	2.9	7	8	1	14.3	26.99	12.69	52.2
264	413	2004\40413.xlsx	23	33	0	0	1.5	9.8	46.5	1.1	3	Shinichi	1.9	28	88	54.8	33.2	3.7	22	16	6	31.7	6.68	25.02	50.9
265	414	2004\40414.xlsx	9	6	1	0	0.1	32.8	35.1	0.9	0.3	Shinichi	1	10	91.19999847	67.8	23.4	0.3	4	6	2	23.09	21.58	1.51	71.4
266	415	2004\40415.xlsx	17	9	2	0	0.3	10.5	19.4	6.3	3.2	Shinichi	2.8	12	92.40000305	29.6	62.8	7	6	11	5	12.6	6.82	5.78	48
267	417	2004\40417.xlsx	9	6	0	0	0.6	40.7	39.6	1.8	0.1	Shinichi	1.8	12	91.79999847	79.7	12.1	0.7	4	6	2	25.88	26.6	0.72	85.7
268	420	2004\40420.xlsx	9	10	3	0	1.3	23.2	66.3	3.5	0.8	Shinichi	4.2	11	92.10000305	88.2	3.9	1.4	7	6	1	43.19	15.11	28.08	61.1
269	422	2004\40422.xlsx	5	9	5	0	0	24.2	54.9	5.7	0.9	Shinichi	2.2	8	86.29999695	79.1	7.2	4.4	6	3	3	38.17	16.83	21.34	61.5
270	423	2004\40423.xlsx	9	6	0	0	0.6	41.9	35.8	1.7	0.8	Shinichi	2.6	11	90.49999847	77.1	13.4	0.5	4	6	2	23.73	27.78	4.05	78.6
271	424	2004\40424.xlsx	18	16	0	0	0.3	21.8	15	0.3	3.9	Shinichi	1	21	88.39999695	36.5	51.9	3.5	11	12	1	10.18	14.8	4.62	63.6
272	426	2004\40426.xlsx	16	19	2	1	0	11.1	53.8	4	1.5	Shinichi	1.8	26	91.99999695	64.9	27.1	3.7	12	10	2	35.09	7.24	27.85	76.5
273	427	2004\40427.xlsx	22	31	0	0	0.9	16.3	24.8	3	0.8	Shinichi	1.4	36	93.80000305	40.2	53.6	3.3	20	14	6	15.86	10.43	5.43	69.2
274	428	2004\40428.xlsx	12	13	2	0	0	30.3	27.3	7.4	12.8	Shinichi	0.5	19	89.99999695	57.6	32.4	19.7	9	8	1	18.2	20.2	2	79.2
275	429	2004\40429.xlsx	4	6	1	2	0.1	34.3	45.5	4.3	1.4	Shinichi	3.5	6	92.49999847	79.7	12.8	2.3	4	3	1	29.51	22.25	7.26	66.7
276	431	2004\40431.xlsx	5	5	3	1	0.2	18.3	59.9	5.2	1.7	Shinichi	2.9	7	89.60000305	78	11.6	4.2	3	3	0	40.11	12.25	27.86	77.8
277	432	2004\40432.xlsx	1	5	1	0	0	0.5	73	0.7	0.5	Shinichi	0.3	2	90.19999695	73.5	16.7	0.9	3	1	2	48.56	0.33	48.23	40
278	433	2004\40433.xlsx	12	10	0	0	1.1	21.3	22.3	0.8	0.5	Shinichi	1.5	14	88.89999695	42.5	46.4	0.9	7	8	1	15.05	14.38	0.67	66.7
279	434	2004\40434.xlsx	24	28	6	1	0.1	25.5	14.8	9.9	2.7	Shinichi	1.9	26	92.49999695	40.2	52.3	10.8	18	16	2	9.6	16.54	6.94	51
280	435	2004\40435.xlsx	12	12	0	0	0	33.7	33.1	0.4	0.5	Shinichi	0.4	21	93.69999695	66.8	26.9	0.5	8	8	0	21.2	21.58	0.38	91.3
281	436	2004\40436.xlsx	16	9	3	0	0.4	40.2	40	4.9	0.6	Shinichi	4.1	16	92.30000305	79.8	12.5	1.8	6	10	4	26	26.13	0.13	66.7
282	437	2004\40437.xlsx	5	4	2	0	0	43.1	31.5	0.8	0.8	Shinichi	0.3	5	90.8	74.6	16.2	1.3	3	3	0	20.81	28.48	7.67	62.5
283	438	2004\40438.xlsx	9	8	0	0	0	26.3	35.4	0.6	0.3	Shinichi	0.1	13	90.69999695	61.7	29	0.8	5	6	1	23.42	17.4	6.02	81.2
284	440	2004\40440.xlsx	19	5	0	0	3.2	42.2	31.2	2.4	0.1	Shinichi	4.7	9	87.89999695	70.2	17.7	1	3	13	10	21.3	28.81	7.51	39.1
285	442	2004\40442.xlsx	0	8	0	0	0	0	75.1	0	0	Shinichi	0	0	91.59999847	75.1	16.5	0	5	0	5	49.19	0	49.19	0
286	443	2004\40443.xlsx	7	15	0	1	2.1	15.2	67.8	2.5	3.3	Shinichi	4.4	14	91.39999695	80.9	10.5	3.5	10	5	5	44.51	9.98	34.53	66.7
287	444	2004\40444.xlsx	0	0	1	0	NA	0	0	0.7	0	Shinichi	0	NA	66.50000153	NA	NA	NA	0	0	0	0	0	0	NA
288	446	2004\40446.xlsx	28	11	0	0	0	4	1.6	0.7	1.4	Shinichi	0	19	84.19999847	5.6	78.6	2.1	8	20	12	1.14	2.85	1.71	50
289	447	2004\40447.xlsx	12	10	0	0	0.2	25	50.3	1.1	1.1	Shinichi	0.7	14	91.99999695	75.1	16.9	1.7	7	8	1	32.8	16.3	16.5	66.7
290	449	2004\40449.xlsx	9	15	4	0	0.1	20.4	36.8	5.6	1.8	Shinichi	4.1	18	88.09999847	57.1	31	3.4	10	6	4	25.06	13.89	11.17	78.3
291	450	2004\40450.xlsx	25	21	0	2	1.2	15.1	29	2.6	2.8	Shinichi	1.5	27	93.09999695	42.9	50.2	5.1	14	16	2	18.69	9.73	8.96	60
292	451	2004\40451.xlsx	15	3	7	0	3.1	16.1	64.1	14.2	1	Shinichi	9	6	88.60000305	77.1	11.5	9.3	2	10	8	43.41	10.9	32.51	35.3
