"BroodRef","MeanTotalProRate","MeanA","MeanAdev","MeanAsim","MeanVisitRateDifference","MeanS","MeanMFVisit1","MeanSdev","MeanSsim","MeanEffectiveTime","MeanMVisit1RateH","MeanFVisit1RateH","MeanDVDInfoChickNb","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbHatched","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","ResMassTarsus","sdResMassTarsus"
"134",31.9039321995529,31.5,2.7,28.8,5.5,3.5,49,-2.82,6.32,92.05,18.5,13,3,2005,77,542,251,4,2,3,4,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"251542",2,"2515422005",4,3,23.3999996185303,22.7999992370605,18.5666669209798,0.793725177046612,0.51316024306136,FALSE,-0.627656118901332,1.4121100607968
"136",21.1686886946164,25,1.76,23.24,0,4,32,1.49,2.51,90.6999969482422,11,11,4,2005,77,929,500,2,2,2,5,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,"500929",1,"5009292005",5,4,23.4250001907349,19.5,19.0499997138977,3.25410019484725,0.640312036502269,TRUE,-1.7161923592634,3.37385317485658
"139",14.601792498853,12.5,0.100000000000001,12.4,2.5,1,22,-0.0600000000000001,1.06,90.6500007629394,8.5,6,2,2005,79,342,421,3,3,3,6,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"421342",4,"4213422005",5,2,22.75,21.5,18.5,1.76776695296637,0.282843791434006,TRUE,-1.12406369530407,1.1077153034901
"140",17.1490646333066,16.5,1.56,14.94,4.5,1.5,26,-0.665,2.165,90.9499969482422,10,7.5,2,2005,80,309,993,2,3,2.5,2,TRUE,TRUE,FALSE,10,TRUE,TRUE,FALSE,"993309",2,"9933092005",3,2,28.5999994277954,27.3999996185303,19.0500001907349,1.69705600510783,0.494973937611077,FALSE,3.4588057792253,2.85214009697195
"141",24.0707641468452,17.5,1.47,16.03,4.5,6,36,1.575,4.425,89.3,11.5,13,3,2005,80,2014,1906,1,2,1.5,1,FALSE,NA,NA,1,FALSE,FALSE,TRUE,"19062014",1,"190620142005",5,3,22.3333333333333,17.3999996185303,17.4000002543132,4.27356245324306,1.56204978865489,FALSE,0.993528079798751,0.648490571968244
"143",21.1295488995684,17,0.200000000000003,16.8,4.5,4.5,32,1.66,2.84,90.7999992370605,11.5,10,3.5,2005,80,427,22,4,3,3.5,9,FALSE,TRUE,FALSE,9,FALSE,TRUE,FALSE,"22427",9,"224272005",4,3,24.0333334604899,23.7999992370605,18.8999996185303,0.208167394039213,0.10000038146975,FALSE,-0.762278093293057,0.348035379413033
"145",15.1648349547757,15.5,0.640000000000001,14.86,0.5,3,23,1.315,1.685,91.0000015258789,8,7.5,2,2005,81,857,1569,1,2,1.5,2,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"1569857",2,"15698572005",5,2,27.6999998092651,27,19.0500001907349,0.989949223921354,0.212132843575471,TRUE,2.558806160695,0.494910486814235
"146",29.4017180695117,30.5,2.79,27.71,5,6.5,45,1.12,5.38,91.7000007629395,17.5,12.5,3,2005,81,4391,4265,5,2,3.5,15,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"42654391",2,"426543912005",5,3,25.2000001271566,24,18.8999996185303,1.05830059651685,0,FALSE,0.404388573373643,1.05830059651685
"147",17.9892070294532,14.5,0.220000000000001,14.28,2,3.5,27,0.81,2.69,88.2499992370605,9,9,3,2005,82,431,356,3,3,3,7,TRUE,FALSE,TRUE,7,TRUE,TRUE,FALSE,"356431",6,"3564312005",5,3,23.8333333333333,22.5,18.6999994913737,1.52752523165195,0.173204640273562,FALSE,-0.50150355882905,1.50444169327085
"148",16.0577157001449,15.5,2.04,13.46,4,1.5,24.5,0.0600000000000001,1.44,91.3499984741211,9.5,6.5,4,2005,82,4290,4275,5,5,5,14,TRUE,TRUE,FALSE,13,TRUE,TRUE,FALSE,"42754290",11,"427542902005",4,4,21.8999998569489,11.1999998092651,17.9500000476837,7.15634924496354,1.605200174828,FALSE,-0.706934434375038,3.92417129491911
"149",13.5483870967742,17,2.32,14.68,1,2,21,0.96,1.04,93,6,7,3,2005,82,903,354,3,2,2.5,7,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"354903",5,"3549032005",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"152",26.0632397371375,9,-0.309999999999999,9.31,16,2,33.5,0.21,1.79,78.3499992370606,7,19,3,2005,83,4273,4153,5,5,5,14,TRUE,TRUE,FALSE,10,TRUE,TRUE,FALSE,"41534273",8,"415342732005",4,3,23.6333338419596,21.7000007629395,18.4666665395101,2.532455556617,1.05039694412846,FALSE,-0.163933832280684,0.877100359347516
"153",30.2786043346494,25.5,0.68,24.82,9,5,42,0.484999999999999,4.515,83.2499992370605,10.5,19.5,3.5,2005,84,913,818,2,2,2,6,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"818913",5,"8189132005",5,3,23.3333333333333,22.2000007629395,18.8666667938232,0.986575953807266,0.351188802400052,FALSE,-1.38548366414797,0.346911583930886
"442",19.6721314755988,2,0,2,18,0,30,-0.29,0.29,91.4999984741211,1,19,2,2004,10,4290,4275,4,4,4,10,FALSE,FALSE,FALSE,9,FALSE,FALSE,FALSE,"42754290",7,"427542902004",2,2,NA,NA,NA,NA,NA,NA,NA,NA
"456",12.2712598218398,18,5.26,12.74,0,1,19,-0.18,1.18,92.8999969482422,6,6,2,2004,28,1048,902,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"9021048",1,"90210482004",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"457",8.56520575141919,6,0.17,5.83,3.5,0.5,12.5,-0.375,0.875,87.7499984741211,2.5,6,2,2004,29,419,4503,4,2,3,6,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"4503419",2,"45034192004",3,1,25.3999996185303,25.3999996185303,18.6000003814697,NA,NA,FALSE,1.29554786003488,NA
"462",16.2337667699299,16,0.34,15.66,0,1,25,-0.51,1.51,92.3999969482422,8,8,2,2004,30,605,4423,3,2,2.5,1,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,"4423605",1,"44236052004",5,2,17.8000001907349,17,15,1.13137111963829,0.707106781186548,FALSE,1.98948794712253,0.518751709332949
"464",21.8302102163232,6,0.26,5.74,18,3,33,1.95,1.05,90.6999969482422,2,20,3,2004,31,32,4229,4,3,3.5,6,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"422932",4,"4229322004",5,3,24.6666666666667,23.7999992370605,18.4666665395101,0.757188484757405,1.28581996301776,TRUE,0.869398992426415,2.28494366101403
"472",17.6962222954277,21.5,5.55,15.95,1.5,3,27,1.165,1.835,91.6499977111816,9.5,8,2,2004,33,1100,831,1,2,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"8311100",1,"83111002004",4,2,21.1000003814697,19.5,17.3999996185303,2.26274223927665,0.141421895717003,FALSE,-0.239803407302526,2.59276806401478
"475",16.7597765363128,6,-0.56,6.56,11,0,25,-0.91,0.91,89.5,3,14,2,2004,34,571,4423,3,1,2,2,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"4423571",1,"44235712004",3,1,16,16,16.1000003814697,NA,NA,FALSE,-2.34477215014421,NA
"477",8.55893301133856,6.5,0.0899999999999999,6.41,3.5,0.5,13,-0.395,0.895,91.1499969482422,2.5,6,1,2004,34,988,145,3,1,2,4,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"145988",1,"1459882004",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"484",10.8858061176184,11,0.300000000000001,10.7,2,0,17,-0.46,0.46,93.6999969482422,4,6,3,2004,36,723,24,3,3,3,5,FALSE,NA,NA,3,FALSE,FALSE,NA,"24723",1,"247232004",4,1,NA,NA,NA,NA,NA,NA,NA,NA
"486",5.70749128915435,6,0.0999999999999996,5.9,0,0,8,-0.21,0.21,84.0999969482422,3,3,1,2004,37,929,46,3,1,2,6,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"46929",1,"469292004",5,0,NA,NA,NA,NA,NA,NA,NA,NA
"488",21.443033680709,17.5,1.69,15.81,5,2,32,-0.975,2.975,89.7999969482422,13,8,2,2004,38,371,4230,4,2,3,10,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"4230371",4,"42303712004",3,2,24.3500003814697,23.2000007629395,18.5,1.62634505724937,0.424262989752541,FALSE,0.475936686165635,2.61641623674434
"489",10.8858061176184,9,0.68,8.32,2,0,17,-0.64,0.64,93.6999969482422,4,6,1,2004,39,416,4418,5,2,3.5,8,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"4418416",3,"44184162004",2,1,24.5,24.5,18.5,NA,NA,FALSE,0.625936304695933,NA
"490",25.6227033965507,20,1.31,18.69,10,4.5,39.5,0.64,3.86,92.5,8,18,3,2004,39,955,591,2,1,1.5,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"591955",1,"5919552004",5,3,19.966667175293,16.6000003814697,17.2333329518636,3.50761075828093,0.602770776117486,FALSE,-0.989157972922403,2.13142751364368
"491",21.7745132413764,18,2.84,15.16,3,4,30.5,1.61,2.39,83.9499984741211,9.5,12.5,2,2004,39,1074,4422,3,1,2,2,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"44221074",1,"442210742004",4,2,23.25,21.5,17.9499998092651,2.47487373415292,0.63639583332808,FALSE,0.643066257961964,0.989763817550666
"493",31.6108785198049,26,5.23,20.77,5.5,8.5,47.5,2.685,5.815,90.0999969482422,14,17.5,3.5,2004,40,256,132,3,2,2.5,3,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,"132256",1,"1322562004",4,3,19.1666666666667,14.1000003814697,16.5666669209798,4.52364114130572,1.36503985895231,FALSE,-0.253245384083959,1.8960686520913
"494",22.9204052262192,21,2.27,18.73,5.5,4.5,34,1.425,3.075,89.1,10,13.5,3,2004,40,346,4264,4,2,3,7,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"4264346",4,"42643462004",4,3,24.3333326975505,22.7999992370605,18.0333334604899,1.36137200655607,0.0577352471605975,FALSE,1.53440890285289,1.49308762033139
"496",31.7440927231836,29,2.58,26.42,4,8,48.5,1.04,6.96,91.7999969482422,17,15,3,2004,40,76,287,2,3,2.5,3,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"28776",1,"287762004",4,3,23.6333332061768,22.7999992370605,16.9666665395101,1.35769490097489,0.986577049344011,FALSE,3.29187329694724,0.951505519611424
"497",9.43949223737963,2.5,0,2.5,7.5,0.5,14,0.365,0.135,88.6999977111817,1,8.5,3,2004,41,428,4421,3,2,2.5,1,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"4421428",1,"44214282004",5,2,26.6499996185303,25.5,17.8500003814697,1.62634505724937,0.212131494876271,FALSE,4.27345174254024,1.13130946750188
"498",11.8811885176954,12,0.34,11.66,0,0,18,-0.7,0.7,90.8999969482422,6,6,1,2004,41,512,765,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"765512",1,"7655122004",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"510",14.1134058825285,15.5,1.27,14.23,1,0.5,21,-0.68,1.18,88.9000015258789,7.5,6.5,1.5,2004,47,1054,823,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"8231054",1,"82310542004",4,1,20.5,20.5,17.3999996185303,NA,NA,FALSE,-0.839803788772227,NA
"512",23.1630706567656,18,-1.73,19.73,3,3,35,-1.22,4.22,90.6000007629395,13,10,3,2004,48,438,11,3,2,2.5,6,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"11438",4,"114382004",3,3,24,21.7999992370605,18.966667175293,1.94679280164201,0.251661097315836,FALSE,-0.94920506067285,2.4923547572259
"513",17.383906987715,14.5,-1.69,16.19,1.5,0.5,26.5,-1.305,1.805,91.4499969482422,8,9.5,2,2004,48,4290,4275,4,4,4,11,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"42754290",8,"427542902004",4,2,22.3000001907349,20.6000003814697,17.4499998092651,2.40416278629445,1.34350261451463,FALSE,0.845002370367105,0.731069959279038
"514",17.6568199118952,18,1.47,16.53,2.5,3.5,26.5,0.785,2.715,89.7999984741211,7.5,10,3,2004,50,471,661,2,2,2,3,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"661471",3,"6614712004",4,3,22.2333329518636,17.2999992370605,17.6999994913737,4.32935744530074,1.039230044058,TRUE,0.202367903041734,1.97540224086185
"515",21.5200840651101,23.5,1.78,21.72,3.5,4.5,33,0.45,4.05,91.4999992370605,9,12.5,3,2004,53,649,460,2,2,2,3,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"460649",2,"4606492004",4,3,24.3666661580404,22.7999992370605,18.7666664123535,1.4011902790122,0.550756269750371,FALSE,-0.121762776249523,0.957080674267243
"516",12.6526082130966,6,0.84,5.16,6,1,19,0.36,0.64,90.1,3,9,4,2004,54,4273,4153,4,4,4,10,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"41534273",4,"415342732004",5,4,19.6999998092651,18,17.8500003814697,1.89384906371216,0.506622353339792,FALSE,-2.67654806672495,2.62936367046224
"517",27.0350884406584,20,3.06,16.94,11,5,39.5,1.725,3.275,87.7499977111816,8,19,3,2004,54,4376,383,2,4,3,5,FALSE,FALSE,TRUE,8,TRUE,NA,NA,"3834376",4,"38343762004",5,3,21.1333338419596,20.2000007629395,19.1000003814697,1.20968272313427,0.529150478486297,FALSE,-4.12305383820606,2.10594527493316
"518",15.1948054174204,15.5,2.57,12.93,1,4,22,1.9,2.1,86,7,8,2,2004,55,533,417,2,1,1.5,4,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"417533",1,"4175332004",2,2,27.3500003814697,27.2000007629395,19.4000005722046,0.212131494876271,0.282842442734738,FALSE,1.40245070887313,0.872179996992744
"519",18.9336241325445,23,4.74,18.26,1,2,29,-0.11,2.11,91.8999969482422,10,9,2,2004,55,284,456,2,2,2,3,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"456284",2,"4562842004",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"520",15.2993353291559,17,1.54,15.46,2,1,23,-1.06,2.06,90.1999969482422,9,7,1,2004,55,442,457,2,2,2,3,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"457442",2,"4574422004",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"522",16.2075676704359,12.5,0.149999999999999,12.35,5,0.5,22.5,-0.555,1.055,83.8000030517578,10.5,5.5,1,2004,56,41,517,1,3,2,2,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"51741",2,"517412004",4,1,27,27,19,NA,NA,FALSE,1.97400038302569,NA
"523",24.0113769590106,23,4.16,18.84,7,3.5,34.5,0.0250000000000004,3.475,87.3999969482422,8.5,15.5,4,2004,56,45,166,3,3,3,6,TRUE,TRUE,FALSE,7,TRUE,TRUE,FALSE,"16645",6,"166452004",4,4,19.7499997615814,12.1999998092651,16.6999998092651,5.06063236338587,1.52315450429747,FALSE,0.0229058237189702,1.70224120261809
"524",17.7826570172158,22,3.42,18.58,4,3,27,1.26,1.74,91.0999969482422,7,11,1,2004,56,646,500,1,2,1.5,2,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,"500646",2,"5006462004",4,1,27.7999992370605,27.7999992370605,18.8999996185303,NA,NA,FALSE,3.00438768327754,NA
"525",11.6586993540193,10,-0.0899999999999999,10.09,3.5,1,17.5,-0.1,1.1,89.9999969482422,4.5,7,2,2004,57,562,393,2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"393562",2,"3935622004",3,2,28.6499996185303,27,19,2.33345183843591,0.707106781186548,FALSE,3.62400000155599,0.683329009464675
"527",32.7185309469429,34.5,6.49,28.01,6,9,50,2.31,6.69,91.75,19.5,13.5,3,2004,58,521,1038,1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"1038521",2,"10385212004",3,3,21.8333333333333,19.5,17.4666665395101,3.95516507106082,0.808290156623841,FALSE,0.339937502433501,2.06920620960306
"529",34.3122732976304,34,4.6,29.4,6.33333333333333,8.66666666666667,51.6666666666667,1.09,7.57666666666667,90.1666636149089,20.3333333333333,14,3.33333333333333,2004,58,1063,363,2,1,1.5,3,FALSE,NA,NA,1,FALSE,TRUE,TRUE,"3631063",1,"36310632004",4,3,22.1333332061768,18.1000003814697,18.0666662851969,3.86307248149635,1.11504886970576,FALSE,-0.742385144822265,1.50689794618506
"530",17.1051481992261,15.5,0.52,14.98,3.5,2.5,25.5,0.235,2.265,89.3499977111816,7.5,10,4.5,2004,58,353,725,2,2,2,3,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE,"725353",2,"7253532004",5,4,23.5749998092651,18.5,18.0749998092651,3.40428634738226,0.741057862569994,FALSE,0.680082086809504,1.85175142275812
"532",28.6958596223038,32,3.8,28.2,2,5.5,41.5,0.25,5.25,87.0999969482422,13.5,15.5,4,2004,59,753,822,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"822753",1,"8227532004",4,4,17.2749998569489,14.8000001907349,16.75,1.88922379370193,0.568624338653553,FALSE,-2.56728811250932,0.934212302472085
"535",21.9829575432099,20,0.550000000000001,19.45,3.5,6,32.5,2.52,3.48,89.2499969482422,10,12.5,2,2004,59,928,513,1,1,1,2,FALSE,FALSE,TRUE,2,FALSE,NA,NA,"513928",2,"5139282004",3,2,23.3000001907349,22.2000007629395,18.1999998092651,1.5556341093909,0.282842442734806,FALSE,0.117098487861741,2.21568261150753
"536",21.1847185270639,23,3.2,19.8,4.5,2,31,-0.355,2.355,88.1499977111817,8.5,13,4,2004,59,1069,115,3,1,2,7,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,"1151069",2,"11510692004",5,4,18.9750003814697,14,17.6249995231628,4.12421731016052,0.6344288419478,FALSE,-2.88317435233964,2.65164990315568
"537",28.6887820498662,27.5,2.72,24.78,8.5,5,44,-0.345,5.345,91.8499969482422,10,18.5,2,2004,60,431,356,2,2,2,4,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"356431",3,"3564312004",4,2,25.0999994277954,24.3999996185303,18.25,0.989949223921286,1.06066017177982,FALSE,1.80190369332645,1.48523501953557
"538",19.1407987500564,21,1.84,19.16,2.5,2,28.5,-0.68,2.68,89.0999977111817,10,9.5,3,2004,60,704,504,1,2,1.5,2,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,"504704",2,"5047042004",3,3,19.6000003814697,18,17.6666660308838,1.60000038146975,0.550756962378237,FALSE,-2.35416864628838,0.92275437751113
"539",18.571511647298,14,1.35,12.65,6.5,1.5,27,-0.235,1.735,88.1999992370606,12.5,6,3,2004,59,892,4435,7,1,4,10,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"4435892",2,"44358922004",4,3,20.2000001271566,19,17.8333333333333,1.58745071454777,0.585946592811511,FALSE,-2.1381490059204,0.221773948376937
"541",9.50060936654761,7,0.0800000000000001,6.92,4,0,13,-0.34,0.34,82.0999969482422,7,3,1,2004,55,843,1053,1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"1053843",1,"10538432004",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"542",30.308673215543,27.5,0.120000000000001,27.38,5,8,45.5,1.79,6.21,90.3500015258789,13,18,3,2004,60,542,466,2,1,1.5,2,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,"466542",1,"4665422004",3,3,21.4333337148031,20.2000007629395,17.4666665395101,1.0692673410742,0.723417277702525,FALSE,-0.0600621160966976,1.45554960111692
"543",21.8154000556792,20,3.14,16.86,4,3,31,-0.265,3.265,86.5500030517578,9,13,3,2004,60,427,22,3,2,2.5,5,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"22427",5,"224272004",3,3,26.2333335876465,25.1000003814697,18.7666664123535,1.02632023833116,0.873689916870803,FALSE,1.74490465335658,2.22392177800461
"544",24.3337187223567,29,3.66,25.34,1,2,35,-2.22,4.22,86.3000030517578,12,13,3,2004,61,860,114,3,1,2,5,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"114860",1,"1148602004",3,3,21.7999998728434,19,18.6333338419596,2.55342902214223,0.404144842338789,FALSE,-2.3812479067158,1.61313821627931
"545",15.29109521816,18.5,3.1,15.4,2.5,3.5,23.5,1.71,1.79,92.1999992370606,8,7.5,2,2004,61,903,354,2,1,1.5,4,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"354903",2,"3549032004",2,2,23.9499998092651,23.2999992370605,18.1000003814697,0.919239624762018,0.141421895717003,FALSE,0.997483972439924,1.24926544950015
"546",17.4578396015811,9,-0.26,9.26,10,2,26,0.635,1.365,89.9999969482422,4,14,1,2004,61,832,1099,2,1,1.5,1,FALSE,NA,NA,1,FALSE,FALSE,TRUE,"1099832",1,"10998322004",1,1,24.1000003814697,24.1000003814697,18.2999992370605,NA,NA,FALSE,0.686712812548563,NA
"548",13.6702906055403,9.5,0.73,8.77,6.5,1.5,20.5,0.56,0.94,87.35,9,4.5,1.5,2004,65,4497,4265,4,5,4.5,11,TRUE,TRUE,FALSE,12,TRUE,TRUE,FALSE,"42654497",7,"426544972004",4,1,22.2000007629395,22.2000007629395,18.7999992370605,NA,NA,FALSE,-2.36522272765188,NA
"549",25.277005839288,23.5,1.89,21.61,2.5,7,39,1.93,5.07,92.5999977111817,14,11.5,4,2004,65,551,251,3,1,2,2,TRUE,TRUE,FALSE,2,TRUE,NA,NA,"251551",2,"2515512004",5,4,20.3000001907349,18,17.7999997138977,2.0297782253148,0.80415609349507,FALSE,-1.9613525550878,0.378029396460454
"550",8.86699474064137,3,0,3,6,0,12,-0.03,0.03,81.2000030517578,1,7,1,2004,66,980,971,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"971980",1,"9719802004",3,1,23.2000007629395,23.2000007629395,18.7999992370605,NA,NA,FALSE,-1.36522272765188,NA
"551",8.52458987961766,9,0.539999999999999,8.46,1,0,13,-0.31,0.31,91.5000030517578,4,5,1,2004,67,309,4422,3,2,2.5,3,FALSE,FALSE,TRUE,6,TRUE,TRUE,FALSE,"4422309",1,"44223092004",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"552",18.3007319431523,8,0.95,7.05,9.5,1,28,-0.29,1.29,91.8499992370606,4.5,14,2,2004,68,540,383,2,1,1.5,6,FALSE,NA,NA,2,FALSE,TRUE,FALSE,"383540",2,"3835402004",4,2,21.1499996185303,21,17.0500001907349,0.212131494876271,0.212132843575471,FALSE,0.616549656641173,0.282907242230849
"553",19.1483022995015,19.5,3.56,15.94,2.5,5,29,2.335,2.665,90.8499984741211,10,9.5,3,2004,68,929,46,3,1,2,7,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"46929",2,"469292004",4,3,24.4666665395101,23.8999996185303,19.1333332061768,0.896288764572861,0.305505379305357,FALSE,-0.866515696957251,1.00022828269957
"554",24.2636052322053,28.5,4.98,23.52,1,5,36.5,0.260000000000001,4.74,90.8499969482422,12.5,11.5,3.5,2004,69,342,421,2,2,2,3,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"421342",1,"4213422004",4,3,21.5999997456868,14.3999996185303,18.2000001271566,6.23858968814243,1.90787848281178,FALSE,-1.58290268956763,1.78953891952522
"557",19.0512002153094,13,0.629999999999999,12.37,6.5,2,28,-0.13,2.13,88.0499992370605,12.5,6,3,2004,70,4382,1095,1,3,2,2,TRUE,FALSE,TRUE,4,FALSE,FALSE,TRUE,"10954382",1,"109543822004",4,3,20.0666669209798,19.2000007629395,17.9666665395101,0.901849583976893,0.152753105869841,FALSE,-2.57866483159024,0.831553626282416
"558",10.7744104053772,6,-0.64,6.64,1,1,16,-0.38,1.38,89.1000030517578,5,6,2,2004,70,605,4423,3,2,2.5,3,FALSE,FALSE,TRUE,4,TRUE,TRUE,FALSE,"4423605",2,"44236052004",5,0,NA,NA,NA,NA,NA,NA,NA,NA
"560",14.6718228429968,8,-0.41,8.41,9,1.5,22.5,0.67,0.83,92.0500030517578,3,12,3.5,2004,71,32,4229,4,3,3.5,7,TRUE,NA,NA,6,TRUE,FALSE,TRUE,"422932",5,"4229322004",5,3,22.5333334604899,20,17.5,2.23009736879187,0.866025403784439,FALSE,0.963141608526319,0.435789782852626
"561",12.7931765560589,9,0.119999999999999,8.88,7,0,20,-0.64,0.64,93.8000030517578,10,3,1,2004,71,604,4304,4,2,3,8,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"4304604",2,"43046042004",5,0,NA,NA,NA,NA,NA,NA,NA,NA
"562",16.2270436619584,13,0.9,12.1,4,1.5,23,0.0249999999999999,1.475,85.0500030517578,10,6,3.5,2004,72,4501,4417,5,4,4.5,9,TRUE,FALSE,TRUE,7,TRUE,NA,NA,"44174501",4,"441745012004",4,3,19.8333330154419,14.3000001907349,17.3666667938232,4.9399725357507,1.20554255426278,FALSE,-1.42967621702864,2.2323466727024
"563",8.68596896719083,7,0.2,6.8,3,1,13,0.62,0.38,89.7999984741211,6,3,1,2004,72,784,499,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"499784",1,"4997842004",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"564",24.3792329255052,8,0.4,7.6,16,2,36,-0.27,2.27,88.5999984741211,20,4,2,2004,72,592,418,2,2,2,3,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,"418592",3,"4185922004",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"565",17.2811053832057,10,-2.4,12.4,1,2,25,0.33,1.67,86.8000030517578,8,9,3,2004,73,4424,590,2,3,2.5,5,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"5904424",4,"59044242004",4,3,19.0333334604899,16,17.3333333333333,3.10215018981534,0.907376710137783,FALSE,-2.15287975091686,1.01152813286249
"568",9.72318479246993,6.5,0.64,5.86,1.5,0.5,14.5,-0.46,0.96,88.6999977111817,5.5,4,2,2004,76,416,4418,5,2,3.5,9,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"4418416",4,"44184162004",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"570",16.9172721692721,17.5,3.8,13.7,1,1,25.5,-0.585,1.585,90.2000015258789,8.5,8.5,2,2004,77,371,4230,4,2,3,11,FALSE,TRUE,FALSE,6,FALSE,FALSE,TRUE,"4230371",5,"42303712004",4,2,22.5999994277954,21.3999996185303,18,1.69705600510783,0.707106781186548,FALSE,-0.122128345838424,0.0469331761365961
"574",17.1959260312182,11.5,-0.26,11.76,3.5,2.5,26.5,0.00499999999999989,2.495,92.3999992370605,10.5,7,2,2004,79,428,4421,3,2,2.5,2,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"4421428",2,"44214282004",4,2,22.5,19.7000007629395,17.8000001907349,3.95979689568528,1.13137111963829,FALSE,0.238646155605511,1.31959973985944
"575",19.8245616295649,14,0.51,13.49,9,2,30,-0.44,2.44,90.5999984741211,5.5,14.5,4,2004,80,857,4247,4,1,2.5,7,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"4247857",2,"42478572004",4,3,19.1000001430511,15.1999998092651,17.1500005722046,3.78241595658769,1.17331475142021,FALSE,-1.66383788202938,2.71410527389603
